Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDA02,2154.99581596,2
FDM56,1863.95812196,9
FDE57,2018.19027287,6
FDM32,1256.34672167,7
NCQ30,3335.56033635,5
FDQ27,3111.88500535,5
FDT60,3321.37133437,5
FDU43,3875.35049549,9
NCO55,1393.54535019,6
FDG02,2795.65344642,7
FDJ28,2759.84188773,1
FDP40,1631.64755241,7
FDJ38,2790.633869,7
NCC54,3389.77650484,2
NCZ41,1966.48776501,8
FDK38,1446.47941762,4
FDU52,2163.07160737,1
FDC40,1299.94892211,8
NCR30,950.630006548,2
NCN18,1417.15545882,2
FDB50,885.229663131,6
FDG04,2747.51297385,1
FDR26,2535.81169076,6
NCT17,3452.84221622,3
FDX35,4879.58069921,5
FDS12,1830.44665177,8
NCZ29,3324.51060678,5
FDB38,1202.16026662,0
FDP12,497.579850485,1
FDP22,867.503691433,8
FDS26,4456.82306984,3
FDR52,2998.03832587,8
DRJ13,2539.83812348,8
FDU48,3439.68654714,5
FDE29,637.484796078,6
NCT29,2048.66774658,9
DRK37,3491.6991163,3
FDK55,1478.70463935,8
FDR07,1518.34821915,8
FDO21,4951.27812123,5
FDK46,4136.56754061,9
FDB12,1405.04398673,7
FDT31,4368.95360904,5
FDJ33,1715.70486417,7
FDC26,3009.23702502,5
NCQ02,2745.08807804,7
FDP08,1430.19339122,0
FDB11,4828.69689696,5
FDV55,2039.43645524,1
FDW20,2121.6179002,9
NCJ18,621.563982697,4
FDC41,1659.15426325,3
FDE14,3093.42170796,5
FDG35,2594.64806948,1
FDF45,857.515997035,6
FDS19,2680.2776479,5
FDS58,1678.92447238,4
FDA26,3180.81975075,2
FDM32,1628.02438098,9
FDL45,2033.03056702,8
FDZ55,2692.42475471,9
FDY37,2467.79213463,9
FDO46,3080.91969981,8
FDQ60,1875.70965606,8
FDA19,2578.97943879,3
FDL15,2432.06632231,8
FDM10,3759.10614176,3
NCL05,520.310272567,2
DRK49,-617.756014027,0
NCE18,5273.56325218,5
FDG40,805.473025302,9
DRI59,3236.05363606,7
FDK28,3674.84373027,6
NCD06,-287.318054025,4
FDO11,3016.52965533,4
FDK27,1983.94659423,8
FDT43,2299.88481879,5
FDD38,2291.26204697,3
FDA16,3570.8950029,9
FDL14,3875.75578946,5
NCM17,882.82818811,9
FDD20,1780.42231539,7
FDA40,1153.63422899,7
FDL43,1082.95905199,7
FDV15,1247.77244577,7
FDE52,1559.66386391,8
NCL17,767.988311731,0
NCJ31,3197.96415392,7
FDR60,923.685471,7
NCA18,1589.72547129,6
FDS21,2531.93057263,5
FDW09,1139.71283492,6
FDL26,2135.71399639,6
FDS47,1842.68412766,3
FDC39,3024.60871864,8
FDT51,1656.49523198,6
FDK40,3850.350641,6
NCG19,3206.32209752,7
FDZ07,1037.10967077,8
FDF08,2847.20968588,5
FDO04,740.141012954,1
FDK41,1756.58673796,3
FDP15,4005.03179309,9
NCD43,2255.16293403,3
NCP18,2114.49599257,1
FDZ51,1557.40267003,8
DRH13,1575.70019412,6
FDF38,580.96673006,7
NCI43,648.73917731,7
FDM38,2295.97662044,5
FDS03,789.78076506,1
DRJ47,2480.46836185,2
FDT50,25.9437105556,0
FDV02,2685.65750867,8
NCG18,1471.65615326,2
FDW52,2657.8643992,8
FDS40,490.856456893,6
FDN31,2693.60959695,2
FDA37,1764.63273866,7
FDA15,3913.94233919,8
FDL39,2858.09910376,8
FDJ53,1668.44502576,7
FDX22,3096.28818132,1
NCZ42,3489.78715509,7
FDD56,4076.41557252,5
FDD40,2876.8430642,2
FDS50,3144.53564784,1
NCN14,2503.29902251,1
FDT15,2657.9782891,1
NCS18,3111.16227683,5
NCO26,308.822936584,0
FDF58,1627.21259445,3
NCB19,1086.28365696,1
FDH26,2065.73748941,2
DRB24,3851.40230366,5
FDA49,1908.09768147,3
FDB32,1352.21042525,7
FDI36,2842.46511481,2
NCA17,907.85360942,0
FDH22,1586.21763712,1
NCM26,2952.89696275,3
FDT15,4283.14117552,5
FDB16,1957.67063385,3
NCP54,3349.98479112,5
FDJ36,1319.59879856,1
FDO28,1634.94167985,7
FDU09,702.436189329,1
FDF29,1909.93774799,2
FDY08,1810.13551458,1
DRJ59,1288.38512324,3
FDT23,2698.76420705,5
FDU15,1299.77882873,3
FDT47,1418.84826345,1
FDI53,1551.17907535,4
FDR59,4575.22232796,3
FDD53,504.36236711,6
FDY51,3102.38413906,2
FDT04,742.118530593,9
FDU51,2863.40715939,9
FDG14,2198.85938431,6
NCU06,3263.25233005,7
DRG25,2983.44495407,8
DRH49,1201.28135411,6
FDN15,2007.94503963,6
FDL43,1821.6810213,3
NCT18,2956.02436858,9
NCB31,3626.66049849,1
FDK57,1604.84232968,6
FDY04,1674.39373538,4
NCP54,1961.54176648,8
FDF41,3368.42017813,1
FDM01,1391.63583362,7
FDW03,1532.62406552,7
FDF28,1783.90191748,7
FDY37,2095.68383087,2
FDQ03,3414.2783901,2
FDP51,3270.84981521,5
FDJ40,1594.95237131,2
FDC32,1576.95750938,9
DRI49,2514.08536043,5
NCW54,629.973350893,2
FDF09,527.137755801,2
FDP45,4445.94215654,3
DRJ23,3474.46333248,3
FDS59,1610.76930468,2
FDY08,2049.57692604,8
FDX16,2441.81091525,9
FDY16,3368.62162512,3
FDK32,2202.93131247,6
FDQ22,490.702523992,1
NCC31,3010.02460903,3
FDG58,2539.03640037,9
DRF48,2711.89533003,1
DRH36,1418.10982479,9
NCR30,964.255669752,6
FDB03,2509.34446604,4
FDZ28,3421.82826108,5
FDR35,2898.28932349,2
DRD15,4982.95906691,5
FDJ33,959.694295849,4
FDA56,598.08098943,0
FDP56,864.406396386,8
NCT30,796.969099473,8
FDK15,1299.53888083,2
FDH44,2917.21379363,3
FDV01,2164.08674197,1
DRG03,2174.42370654,2
FDG50,2902.26669482,5
FDR16,1778.44040777,0
FDZ60,1628.03520563,8
DRG03,2195.83909134,7
FDS56,4642.35093637,3
FDU33,462.762115355,7
DRD27,1442.67715567,6
FDW22,3531.33005793,8
DRA24,2403.16584223,7
FDF38,948.198460957,9
FDX48,2244.54872224,1
FDS58,3133.31502671,3
FDC32,1436.34474593,8
NCQ29,3671.783434,7
DRK39,1938.78931798,3
NCS38,1513.32204736,2
DRO47,1471.10120117,1
DRG27,2077.55269557,5
FDC57,4384.40719788,5
FDS55,2271.38020354,8
NCJ06,2442.6296838,3
FDO01,1246.70563189,4
NCM55,2604.69152754,7
FDC52,2660.19299654,9
FDQ15,948.896858055,7
NCT30,2150.18186753,5
NCR42,1996.23004195,5
FDD28,740.580560888,6
FDQ34,1630.08568615,9
FDZ12,3541.71951251,5
DRE13,560.233266794,4
NCN07,1191.94765211,4
FDM28,2584.63502686,6
FDI10,2437.88036963,2
FDQ25,2501.01523475,1
FDA38,2353.85185009,0
DRI13,3565.07420232,9
FDY20,2840.14151076,5
NCZ53,2706.93638845,6
NCM31,1950.46592764,1
DRB01,2675.0358932,2
DRF37,3996.66288277,8
NCF42,2690.35053963,9
FDF16,2804.34238604,3
FDB41,557.139444904,1
FDR34,3351.47864833,1
FDR15,3038.98891602,3
NCV42,893.213365653,4
FDW51,3012.7660318,6
FDU36,1356.63108483,2
FDX60,1432.28286091,9
FDY03,1569.47948728,6
FDW55,3672.1371391,7
FDT01,1522.43742513,0
FDG58,2155.86216596,1
FDK21,3662.67338507,2
NCS41,1872.79170383,4
FDS10,2603.63353185,7
NCT53,2587.48549871,8
FDJ28,3532.59606571,3
FDX44,1206.35359222,7
FDT20,1239.45680502,3
FDO44,1464.35630897,2
NCX17,3638.5491761,9
FDY01,1472.98070188,2
FDJ12,4690.58319122,5
DRK35,1195.85251386,3
FDD47,1452.83124355,4
NCM53,1453.51989339,6
FDO45,1239.60321392,1
NCM42,370.54136411,0
FDE04,2908.44814767,8
NCI30,5152.06024107,5
FDZ19,2401.21162699,1
FDW57,2445.94176823,1
FDA25,1406.71630161,1
FDT22,907.588209879,8
FDP51,1629.07546989,1
FDD48,3270.18251554,5
FDY39,2660.17324815,6
FDO48,2107.34241611,0
FDD23,4303.10266073,5
DRN35,2054.79324976,5
FDT01,2893.10636955,6
FDC20,-419.65903891,0
DRJ35,857.331443465,6
FDB32,1575.65847793,8
FDL24,2813.99358495,8
NCV42,1587.52204574,6
FDZ46,1727.42563599,8
FDC15,1971.68888085,1
FDD08,-204.954914296,4
FDY50,1462.25309371,9
FDD36,1703.26765019,1
FDG57,2191.30116906,5
FDL21,1373.4394751,3
FDN16,3047.92686859,5
FDJ09,2159.67814514,5
FDS01,1451.40465594,0
FDV33,3841.00819096,2
DRE12,1585.52276186,2
FDR07,1271.3561036,1
FDP48,1497.38025734,0
NCB55,550.379406555,6
FDQ08,866.724632882,1
FDR34,3417.5221485,6
FDO33,1734.07214872,8
FDP13,372.807178978,7
FDX12,3972.2700368,9
NCT06,2751.16754222,9
FDR16,2367.94023366,4
FDE36,2666.65530266,8
FDZ36,3052.70405777,9
FDV13,1286.19159145,7
NCZ17,371.821322464,6
FDU56,2622.88168888,7
FDM09,2409.70680163,6
FDV02,2430.28944585,2
FDS34,2320.12571774,3
FDA11,1712.57551677,9
FDP09,3056.96696264,2
FDB29,3247.61874263,5
FDT19,2311.62359935,2
DRH15,488.742259973,2
FDY38,3546.98064692,8
FDF14,3803.47045966,5
FDN48,41.1340370543,0
FDQ12,3334.85159474,1
NCJ43,2488.7162076,7
FDE17,1480.22339,4
FDB05,3535.37104194,6
FDH10,2743.39273131,7
NCR06,566.057036804,2
FDU32,2498.56534408,3
FDD56,2808.71766215,9
FDO36,3300.38988968,3
FDH16,47.7480563216,0
FDX10,1099.70859416,3
FDZ37,1310.407087,2
FDU31,2047.95188806,0
DRC49,2382.30894094,9
FDL15,2155.13061588,7
FDN32,2065.97736747,4
DRH59,2625.16507517,5
NCU29,2499.22727713,9
FDR37,1992.13623495,4
FDS14,2986.59626218,3
FDU02,4789.64870247,5
FDJ08,2652.10239913,6
NCZ06,3567.59351866,7
FDO31,1573.3750035,9
FDH31,2251.09678506,3
FDS58,2361.54291124,2
NCA53,2289.84916302,5
FDF50,2970.06887742,8
NCW42,3551.41098487,9
NCQ17,2084.75593931,7
FDK51,4646.89789487,3
NCW41,1111.12996714,0
NCR29,697.514978072,2
FDB08,1604.11429537,4
FDA40,2744.80912968,5
FDL14,3078.22347597,3
FDB47,3180.20545859,8
FDO03,3351.07637669,6
DRK13,1950.55391665,4
FDX13,2389.99947394,0
FDF52,2833.76241508,8
FDT11,2769.81688731,1
FDB08,2286.98680537,1
FDQ28,2978.39425619,3
FDD29,3696.70272557,7
NCQ29,5286.01173132,5
NCO02,795.225843068,1
FDR56,1502.15404594,0
NCM54,2119.9541287,9
FDP51,1611.96487931,6
FDT38,1124.62314814,1
FDZ20,4437.19921548,3
FDJ53,1636.15661152,1
FDX13,3984.32013766,9
FDP58,3013.32016747,6
NCK31,13.917666247,4
FDA35,2528.96208088,3
FDV37,3596.33277483,3
NCO07,4732.24916239,5
FDA20,2646.21067783,7
FDZ59,2359.96745119,6
NCY17,355.670712968,2
FDQ28,2198.94993426,6
FDV35,2059.10551269,2
FDQ36,271.313045752,1
FDD34,3127.40935739,3
FDK51,3899.93856003,7
FDV31,2405.14585725,6
FDR04,1368.87186641,6
FDR14,891.358900611,9
DRC36,1369.96013899,0
FDE39,1023.76348748,4
FDP57,1812.67110257,9
FDE57,2264.49573913,8
NCN18,1659.79352075,8
NCQ05,2918.44443153,3
FDW47,1684.78640374,6
FDV46,1993.73877258,6
NCP29,708.892178946,7
FDE09,2344.09621311,3
NCU06,4859.32724821,5
FDT19,1050.33930828,0
DRF15,2218.09357055,2
DRI51,2453.69230147,1
NCX54,1420.90279179,1
DRE01,3290.5158955,1
NCB07,2730.61284375,7
FDU50,1599.63658947,6
FDG40,419.88157927,6
FDW10,3212.10149169,3
FDX51,2855.58814453,1
NCP17,852.937287473,7
FDP21,2767.01240736,6
FDL04,1345.87073338,7
FDV23,1617.88201111,1
FDF24,1444.96942558,8
FDH56,3222.20715858,5
FDB51,1216.2357427,9
FDI58,2926.32087534,5
FDR20,660.706153678,1
FDC51,2599.39360632,3
FDB16,2798.42034644,5
FDE40,1140.87722027,9
NCM17,498.813807234,6
FDU56,2651.85066843,6
FDS32,1386.34362753,4
FDX02,3594.22741211,9
FDT39,3888.72709699,5
FDE35,796.569211042,2
NCI42,2409.41570619,4
DRL23,1802.9054467,8
FDA10,1788.99665837,8
FDA11,1320.32205576,1
NCM06,2386.9661983,8
NCT05,3755.91861018,6
NCQ02,1567.39006582,0
NCY06,2169.32476981,9
FDY56,3254.64675341,6
FDL02,1402.1631973,6
NCI06,2533.85762105,6
FDQ14,2103.16551071,7
FDQ12,3316.39482855,2
FDP36,851.317870497,8
FDK21,5290.95098221,5
FDO40,2114.59047532,7
NCK54,1018.35319773,4
FDY09,3310.49816871,3
NCW30,4203.92417259,9
NCC55,1997.69929561,5
FDE58,2380.21416428,3
FDR39,2551.27799297,1
FDU28,3023.67279267,9
FDH08,3339.30028478,2
FDG35,2604.99815922,7
FDG22,854.279949516,9
FDC34,2051.10861286,6
FDP15,4371.82544303,3
FDK34,2271.96510804,0
FDU45,1677.46689838,6
FDQ04,2041.4493609,5
FDX22,3857.16474938,3
FDB45,1480.7345997,2
NCH43,4682.39231685,5
DRE60,3312.59583458,8
FDD17,5043.57207316,5
NCM54,1769.92755557,2
NCH55,1783.47096244,1
NCT06,2353.75370957,2
FDA48,4688.44789244,5
FDY58,4903.21325733,5
FDO25,2901.2493226,7
FDN50,1391.07351554,7
FDH35,2312.59109037,6
FDK09,3186.57141955,7
FDO16,1166.84536089,1
FDW11,845.35706806,7
FDU47,3514.3215452,5
NCQ42,617.909212678,0
FDK55,2862.61919577,5
FDN08,1988.02475588,9
FDT57,3464.0609499,7
FDJ12,3808.38449217,3
DRL59,752.852376815,2
NCN53,691.434303858,8
FDO51,-583.483451658,0
FDK56,2556.61982714,2
FDY12,572.581080925,6
FDU15,518.919725059,6
FDQ19,3859.97214002,8
DRF15,2240.81364756,7
DRE25,507.82128077,4
FDK57,2363.05640795,3
FDD33,1964.13622501,0
FDR34,4995.74390023,5
FDU04,1771.14206571,7
FDE35,145.549604295,4
NCD31,2357.11411779,6
FDJ56,1153.15827663,6
NCU53,2591.1665728,8
FDD39,3050.08108883,6
NCU17,589.398623387,4
FDJ20,1931.7113512,8
NCW41,3027.88860687,3
FDL52,519.477284759,6
FDS39,2037.09621594,6
DRJ47,2512.15822054,7
FDP13,-895.994920471,0
DRK39,-44.1560327504,0
FDF28,649.838165458,0
FDB09,1740.12797247,7
FDM51,1714.02875726,8
DRM49,1224.91973138,3
DRF23,2406.34336445,1
DRH01,2397.50305751,6
FDH12,3043.81073422,5
FDA28,1094.23346206,4
FDW37,1866.42018409,3
FDF02,1594.08040598,8
DRL37,805.898043928,8
NCF43,2231.07842127,8
FDH08,2175.71511951,0
FDR34,2732.7153355,4
NCK19,3089.2794341,9
NCD55,1317.70708162,3
FDT27,3757.59324252,9
FDQ57,2106.49852554,7
FDA47,2246.89093101,6
DRG15,2435.00976635,5
FDE05,2894.91301668,3
FDN46,1519.77295783,8
FDX27,2818.41006258,5
FDT51,1643.79966269,7
FDU33,444.136372774,1
FDJ16,2280.10241352,5
FDD20,1091.85321001,4
FDT36,675.879955743,9
DRF15,3827.50255276,5
FDN52,-180.64079975,0
FDC22,4241.37037744,5
FDX15,2087.23146025,7
FDT13,2712.92449659,1
FDU04,1775.29750442,2
FDU31,2522.10248846,4
FDW59,2825.42034724,5
NCO29,2614.70251434,8
FDL15,2154.6100572,6
FDI41,2461.50377804,9
FDQ48,1824.29367164,9
DRI39,660.248014172,1
FDI08,3621.71767967,1
FDC21,1970.1418751,9
FDF58,881.833946612,6
FDS08,1319.06757071,0
FDE47,1729.69318075,7
NCP18,1501.71816107,4
NCR41,1358.33067812,1
FDA27,3733.05928969,1
FDA43,2750.1943039,6
FDA49,1151.70599674,7
NCE55,3149.51513268,3
DRM49,2091.04066264,5
FDF22,4668.41100942,5
FDQ15,1716.85490385,3
NCS54,2549.73541927,2
NCY05,400.950295577,1
FDR45,3729.08926231,8
FDK57,2018.49997516,9
FDF41,2147.09886644,0
FDV21,1748.0965615,8
FDD51,699.14478152,8
FDF33,1816.21892505,8
FDA38,3731.23986369,8
FDR56,2759.04251899,7
NCN41,1686.13255038,2
FDC60,2760.10281649,5
FDB47,2935.82129555,7
DRH01,2425.01227856,1
FDW08,1532.86512327,8
FDF38,2179.44319023,5
FDY32,2181.14737288,2
FDG34,1966.27333342,9
FDG47,2995.95860368,4
NCF18,2629.97777432,6
FDL39,1886.8237713,4
NCH55,1775.31730224,6
DRJ35,1219.2230738,9
FDS44,3307.52595243,6
DRE01,4054.63139537,3
FDY39,2669.82405124,1
FDY32,2920.57528032,3
FDR33,3190.40056909,5
NCP50,1514.36703547,9
FDZ47,2117.20907798,3
FDU57,2512.8652471,9
FDY44,2857.30956856,1
DRH59,1767.89020876,3
FDB03,4936.93272734,5
FDY46,2658.65136204,7
FDM39,2522.33727587,7
FDY36,1081.38303633,6
NCM55,2584.96137341,6
FDJ50,-437.303127784,0
DRL60,2185.79878708,1
NCJ54,3695.5801661,9
FDX59,403.952406837,2
FDI07,2901.22986095,1
DRF51,-1015.68737272,0
FDM14,1591.74276334,2
FDP21,2767.61232301,7
FDE40,795.51831273,6
FDE05,2155.63551509,6
FDM13,3462.25300992,5
FDC34,3663.21794165,5
NCI55,2525.19013415,3
NCE43,3054.60266454,3
FDW58,2303.57506681,3
FDG60,3357.98478814,7
FDV31,2417.86602158,2
FDR47,2701.74397188,1
FDM60,-148.372742721,4
NCF06,4530.97127092,3
NCN26,3263.40930164,5
FDQ59,1593.72182396,9
FDF09,755.333310019,8
NCS06,3841.66649832,2
FDT44,1801.47944223,8
FDI19,3512.22901314,2
FDT22,673.973592558,2
NCF54,4030.53157447,5
DRG25,2730.34157863,7
FDB59,2874.94827383,2
FDQ37,2718.18071826,2
FDP56,615.137172569,6
FDW44,2520.59821837,6
FDJ26,1836.75517803,0
FDU43,4208.13468453,3
FDW33,1359.45719661,7
NCX53,3675.95267302,5
FDN56,753.407250976,0
DRF15,2599.14975122,9
FDO33,1519.96411629,2
FDZ39,367.107819586,0
NCJ19,584.762780753,2
FDU01,2745.93186698,6
FDT12,3279.02711786,6
NCM18,1504.99411764,3
FDP19,1597.66738618,2
NCR42,778.204227784,9
FDN10,1904.084931,8
FDG44,623.44639769,2
FDQ10,2710.80425126,8
DRH13,1915.34979119,9
FDT52,3571.9167432,1
FDM56,1499.65791419,7
NCO43,197.901185079,0
NCV29,2554.72959591,6
NCF06,3783.42314856,1
FDO50,1203.90997938,6
FDT59,3352.82173466,1
FDX40,1968.45648385,5
FDE50,2769.4980692,2
FDX51,2914.42340097,2
NCD30,2140.17954734,3
FDK15,1286.05826224,1
FDL12,731.63172262,7
FDK46,3739.06426458,2
DRH49,-14.8907535497,0
FDQ57,2356.6657509,8
FDY59,1324.94725682,2
FDO09,4447.72317321,3
NCG30,1647.82784222,6
FDM09,2381.09623807,2
NCN17,2986.63288939,5
NCS42,1171.79932858,1
FDD02,923.536956589,4
FDE34,2481.94212498,1
FDU38,2697.92350355,7
FDB33,2539.51563661,8
NCJ29,1201.67693925,2
FDZ27,670.031373215,6
FDI40,1281.9439974,1
FDG22,496.140106161,1
FDT51,1653.85584671,2
FDF20,3628.35467611,3
FDV50,1584.63000832,6
FDT02,861.032857873,9
DRC49,2044.04875122,2
FDF26,2593.6009417,9
FDV52,1545.64319508,6
FDX59,804.424108479,9
FDV25,3203.31238587,6
FDW23,2034.38112249,5
FDE53,2293.52054458,3
FDA19,1821.95011514,2
FDH22,1862.7968961,8
NCO41,1374.96261106,1
FDX12,3571.7989032,2
FDF17,2819.82008644,1
FDS11,3238.25120374,7
FDR51,1956.75473986,6
FDT49,-14.5674028823,0
FDC56,1545.07170728,1
FDR13,3323.67691011,5
FDQ60,1638.32905021,6
FDN38,3951.10491397,9
NCL29,2104.07243939,1
FDO13,3927.84195465,5
FDE26,2725.85497882,3
FDA31,1088.6896164,0
FDX14,971.967964785,6
FDA34,2527.25249848,7
FDF26,2213.22961477,1
FDE38,2379.56423413,7
DRI11,1890.86979443,8
FDQ60,3221.74601419,5
FDL21,2203.22743718,5
DRC12,4398.24375441,5
FDC47,3400.00000759,8
FDE57,1995.01364295,7
FDT14,1596.72677928,7
NCZ53,2991.81748458,8
FDE28,3977.88209217,3
FDR19,1895.24655076,6
NCF54,1757.99234594,4
FDZ08,1294.79258994,8
NCJ05,2934.89562395,3
FDF59,1984.41396337,8
NCO05,1382.84567881,6
FDW24,1418.75068813,3
NCX42,3185.42022733,3
NCA53,668.653533981,6
FDI45,1850.3337369,4
FDG46,1893.1871768,8
FDM20,2337.71378104,0
FDW11,-382.864252982,0
FDX08,2600.99027315,6
NCK17,508.783017217,6
FDK32,2951.12724377,3
NCA42,2288.41932665,6
DRI01,2482.35947409,6
NCL55,3995.19105863,9
DRE25,2037.99044007,3
FDD14,2413.41841472,2
FDB10,3603.66706315,8
DRN11,1888.32328001,6
FDP38,1443.97016731,3
NCA30,2545.38996262,2
FDT15,2695.81488324,2
NCP55,1551.76903404,3
FDF12,2051.2995348,6
FDM21,4419.60176894,3
FDX56,2954.78322189,6
FDF10,1911.84786954,2
FDT32,2724.76957155,7
FDM51,2242.64985005,3
NCR50,2994.49748422,3
FDI19,3865.23248462,9
FDX21,1434.04964733,2
FDR31,2104.49439196,6
FDY02,3744.48567465,1
NCA29,2444.51738891,7
NCX17,3457.91967882,8
FDM12,2735.20103883,7
FDI53,3788.7927324,5
NCU30,2724.63358807,9
FDC56,3182.64446481,5
FDK27,2546.80738844,3
NCK18,2431.0665523,2
FDB52,3066.64149443,4
DRG25,4379.17207769,5
FDZ13,925.252007536,9
FDB57,2642.91227239,4
FDR40,1493.02413314,8
NCO14,-98.8091018823,4
NCN19,2773.32049385,7
FDQ28,1505.89506531,4
FDO13,3086.84581666,3
FDK48,1050.64676197,1
FDU07,2900.4236435,3
FDW20,2011.40389963,8
FDV12,181.077210158,0
FDH24,2279.54510871,1
FDV59,3490.70022297,9
FDK57,1617.10330197,7
FDL16,1980.44128137,5
NCQ17,2326.33112383,8
FDJ15,3498.17249573,3
FDX24,1731.6776049,9
FDT47,1671.24221541,8
FDT10,1199.62031889,9
FDZ37,2061.40641071,3
FDW43,5003.31011518,5
DRN36,1339.53246523,2
FDJ14,1141.59124245,7
FDA32,3139.99547795,1
FDJ38,2090.41339548,4
FDQ57,2104.14857065,2
NCQ41,2160.46377145,4
FDG56,1179.08412607,9
DRC13,3451.7978908,5
FDV55,2028.29325954,6
FDQ49,2284.49662859,7
FDE29,-672.450562121,0
FDR03,3048.08691699,1
FDD45,1509.87640163,9
FDN38,2334.08429326,0
FDT56,941.697182394,8
FDT48,2877.03676976,7
FDU03,2930.88635525,9
FDC56,256.28596189,0
NCO43,2973.94880009,5
FDQ27,1465.37027726,2
FDR03,3314.49346694,8
DRH23,-815.817796531,0
FDG22,512.256064364,7
NCJ42,1466.96187104,1
FDR24,1519.12073707,8
FDW60,2622.06494837,6
FDJ08,2598.03147856,1
DRL59,1508.30624043,3
FDG60,2119.01607286,0
FDW27,2063.0884807,2
FDX14,1756.92468963,3
FDC20,757.875602098,1
NCS29,4522.75564791,3
FDJ56,1408.3172754,8
FDB20,327.728072691,4
FDL28,4927.59440498,5
FDW01,2883.16624652,3
FDL03,3156.84219455,8
FDX22,3472.30565789,9
FDJ21,2099.85577423,6
FDR31,2136.15950029,7
FDG21,2018.26764011,6
FDS22,2224.30949288,5
FDK08,1296.76578999,6
FDE17,2943.28388084,3
NCN30,1362.86639792,2
FDT50,1541.87821979,8
NCX42,2772.30070929,9
FDJ12,3054.31977942,6
NCA18,3227.60822114,5
FDP23,2464.26480729,4
FDX12,3551.65268797,1
FDN40,2862.24726898,3
FDV48,1104.55464799,6
NCY54,2203.45879659,1
FDL16,-961.905848239,0
FDR45,4244.33752089,3
FDJ52,2592.8371524,8
DRG01,1075.77393433,2
FDP52,3322.60307258,1
FDU58,2747.17126201,2
FDL02,1414.33381315,7
FDG28,3555.60538484,1
FDA19,1799.81216422,6
FDW46,2499.05306902,5
NCD43,1856.92205424,9
DRG39,697.709021772,1
NCF55,845.338198174,9
FDJ07,1954.79448515,8
FDE08,2369.21212168,8
FDP56,-62.9457660764,4
FDT45,661.960412153,7
FDF17,3564.21271148,3
FDX44,1459.54005906,8
FDM28,4182.37575911,5
FDI36,3248.45958704,9
FDS07,1517.28954906,7
FDD36,1694.26210199,7
FDW11,1049.60721514,8
FDN40,2511.78330892,9
NCQ18,1570.14000078,9
NCQ54,2418.80002754,2
NCS42,1207.06382748,7
DRH39,-271.182125691,0
FDC09,3133.19357801,5
FDT08,933.254833565,0
FDC08,3176.27894749,6
FDT20,467.629406055,2
FDS35,747.935395664,6
FDX58,3361.2521165,3
FDW58,1776.56635479,8
DRD27,1690.50847008,8
FDH32,557.680095983,4
FDS26,3723.89602639,6
FDQ31,1479.33387965,8
FDP11,3882.44098823,3
FDD58,1352.88391436,2
FDM33,3058.96963134,7
FDZ16,3041.19495113,9
NCS29,2555.80385645,0
NCM18,-32.9528630145,4
FDP11,3505.19857889,9
NCC42,1992.14125757,2
DRM23,2590.69362987,8
NCN55,5025.92102504,5
FDK46,3702.80885719,1
FDR01,3142.93144806,8
NCA05,2149.65678767,7
NCP43,2556.63119731,2
FDR12,1330.05672259,0
FDQ01,3543.96517727,1
FDM13,2076.54455927,8
FDQ19,3615.43626988,2
FDK56,1709.64421162,4
NCX06,1488.46820463,0
FDO56,3328.76039402,5
FDU45,1629.07320137,7
FDI16,-205.138363234,4
FDL32,1744.97371155,8
FDA07,2060.96387632,8
FDA14,2050.41629694,7
FDV46,3635.72559323,5
NCO07,3109.57081774,6
NCP41,1759.79235515,8
FDY60,2855.91713166,3
FDN38,3605.24062273,2
FDO15,1369.42747395,8
FDT60,1658.89437745,1
FDA55,3259.09024937,6
FDE02,-98.8390028878,0
DRJ39,3612.24222479,9
FDV34,1110.75725047,6
FDS20,4236.25937363,5
FDF02,2943.03487236,5
FDW40,1979.55624588,2
NCB43,2815.64948762,8
FDR58,1255.52665275,2
DRJ59,574.232122464,6
NCD30,1390.6445548,2
FDE14,1433.60448259,2
FDC28,2251.10613153,3
FDU16,1936.56621287,3
NCD19,778.305183584,6
FDU21,672.784784573,8
FDV59,4738.50126297,5
FDU03,2552.08422692,7
FDC33,1716.24991714,0
NCR42,422.279390065,6
DRH59,1030.28594285,6
NCM31,1933.35389483,6
FDS50,3183.83211088,6
FDP39,884.899815639,8
FDQ55,1725.38901342,1
FDV36,1110.13128495,4
FDI05,2567.38165512,5
FDS45,3178.07460176,5
FDA39,529.668891776,7
FDC37,354.746177196,0
FDJ60,4005.66741846,5
DRQ35,2012.65392386,8
NCJ06,1934.83892065,8
NCY42,2850.57114484,3
DRM37,3109.27951234,9
FDR14,452.797937283,7
FDE51,906.921603807,9
FDT33,2441.66417799,2
FDR08,1571.01209735,1
FDE36,1194.80173814,0
FDL22,557.671721411,4
FDR44,1795.13278045,1
FDI56,387.937569026,4
FDE47,595.578761911,0
FDV27,97.2308931863,0
FDV10,912.197394794,9
FDC40,1079.32337075,7
NCX41,3049.77852753,1
NCQ38,3110.89783823,5
FDV12,3032.48174351,5
FDE52,1292.72462808,2
FDG20,4049.25888897,5
FDV16,2009.42631317,5
FDI32,1378.20078686,2
FDJ32,1173.30431772,9
FDN39,3187.14333342,3
FDY34,2489.85259464,2
FDC14,573.248855762,6
FDA55,3267.85777978,2
FDZ50,1361.34374604,0
DRG13,2774.15941705,9
FDP01,2179.64453564,1
NCG54,2397.19791399,2
FDM13,1836.63966399,7
