Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Type_Category,Years_of_Operation
0,FDL22,90.6488,633.8416,13,0.036596012,16.85,2007,2,1,2,1,1,6
0,DRH13,107.628,213.056,14,0.041821227,8.575,1985,4,0,2,0,0,28
2,FDV22,157.563,312.926,13,0.016635488,14.85,1998,0,2,2,0,1,15
0,FDP07,197.211,3142.576,6,0.090084098,18.2,2002,7,1,2,1,1,11
0,FDK27,119.1756,1696.4584,10,0.008960445,11.0,1999,9,0,1,1,1,14
2,FDP31,64.9168,639.168,6,0.162418495,21.1,2007,2,1,2,1,1,6
1,NCI54,110.7912,109.1912,9,0.056237906,15.2,1998,0,2,2,0,2,15
0,DRK35,37.7506,796.9626,7,0.071498575,8.365,1985,5,2,1,3,0,28
1,NCO07,213.256,4687.232,11,0.009791467,9.06,1999,9,0,1,1,2,14
0,FDN31,191.253,3036.048,6,0.072820885,11.5,1987,1,2,0,1,1,26
1,NCO02,66.8142,2372.9112,11,0.073354286,11.15,2004,6,1,2,1,2,9
2,FDQ26,57.2562,770.3306,4,0.068010049,13.5,2002,7,1,2,1,1,11
2,FDQ07,221.8456,663.1368,6,0.087406863,15.1,1997,8,0,2,1,1,16
2,FDB49,98.2384,2167.8448,0,0.030198228,8.3,1999,9,0,1,1,1,14
2,FDY44,196.411,2749.754,6,0.024442501,14.15,1999,9,0,1,1,1,14
1,NCI54,107.3912,3057.3536,9,0.033436336,15.2,1985,5,2,1,3,2,28
2,FDV44,190.1188,1904.188,6,0.039844429,8.365,1997,8,0,2,1,1,16
2,FDI48,53.0666,512.666,0,0.055805027,11.85,1999,9,0,1,1,1,14
1,NCL05,42.277,605.878,8,0.047888606,19.6,2004,6,1,2,1,2,9
2,FDT32,189.6214,2826.321,6,0.065735977,19.0,1999,9,0,1,1,1,14
0,FDM10,212.9218,3846.9924,13,0.076089711,18.25,1999,9,0,1,1,1,14
2,FDS21,63.5194,557.2746,13,0.020908608,19.85,1999,9,0,1,1,1,14
0,FDD11,251.704,3542.056,15,0.030678825,12.85,2002,7,1,2,1,1,11
0,FDL04,106.7622,2964.1416,5,0.111381428,19.0,1985,5,2,1,3,1,28
0,FDO58,163.7526,2960.1468,13,0.039738393,19.6,2009,3,2,1,2,1,4
2,FDQ08,60.5536,490.0288,6,0.01903743,15.7,2007,2,1,2,1,1,6
0,FDT28,151.3708,3611.2992,5,0.06356617,13.3,1997,8,0,2,1,1,16
0,FDT22,59.022,1378.206,13,0.112553853,10.395,2009,3,2,1,2,1,4
2,FDB58,143.7154,3119.9388,13,0.013493914,10.5,2004,6,1,2,1,1,9
0,FDN45,224.8088,2013.3792,13,0.118102769,19.35,1997,8,0,2,1,1,16
0,FDZ45,198.9084,4761.8016,13,0.06682033,14.1,1987,1,2,0,1,1,26
2,FDJ38,188.753,7590.12,3,0.040205535,8.6,1997,8,0,2,1,1,16
1,NCT06,166.4842,1326.2736,9,0.038816115,17.1,2002,7,1,2,1,2,11
2,FDU21,32.8558,713.0718,13,0.076348933,11.8,1985,5,2,1,3,1,28
1,NCP30,38.9822,982.055,9,0.032819637,20.5,1999,9,0,1,1,2,14
2,FDR27,134.4942,2119.9072,10,0.096249842,15.1,1999,9,0,1,1,1,14
2,FDW39,176.937,4234.488,10,0.040868434,6.69,2007,2,1,2,1,1,6
0,DRZ24,121.044,2396.88,14,0.09850554,7.535,1985,5,2,1,3,0,28
0,FDK21,250.7408,5757.8384,13,0.010003987,7.905,1987,1,2,0,1,1,26
0,FDJ04,118.5124,1303.6364,5,0.124452048,18.0,1997,8,0,2,1,1,16
2,FDZ13,50.835,599.22,3,0.154363209,7.84,2007,2,1,2,1,1,6
2,FDS16,144.676,3954.852,5,0.066551268,15.15,2007,2,1,2,1,1,6
2,FDD56,175.8054,1050.6324,6,0.173703549,15.2,1998,0,2,2,0,1,15
0,FDI57,197.2768,6503.5344,12,0.054025644,19.85,1997,8,0,2,1,1,16
0,FDQ12,231.601,5972.226,0,0.03523927,12.65,1985,5,2,1,3,1,28
0,FDI56,91.3146,1641.8628,6,0.093385381,7.325,1997,8,0,2,1,1,16
1,NCT42,148.4392,2087.9488,9,0.024937792,5.88,2002,7,1,2,1,2,11
2,FDM25,174.7712,3339.6528,2,0.060654268,10.695,2004,6,1,2,1,1,9
0,DRB25,106.0938,2787.0388,14,0.06912336,12.3,1985,5,2,1,3,0,28
1,NCY30,179.5976,2535.3664,9,0.025953257,20.25,1997,8,0,2,1,2,16
2,FDD44,257.0646,8760.5964,6,0.07884393,8.05,2007,2,1,2,1,1,6
0,FDK45,112.186,1018.674,12,0.033851785,11.65,2004,6,1,2,1,1,9
0,FDN45,222.6088,1789.6704,13,0.118342285,19.35,2002,7,1,2,1,1,11
0,FDQ09,115.8834,1382.2008,13,0.058121214,7.235,2004,6,1,2,1,1,9
0,FDC17,209.9928,5259.82,5,0.015457803,12.15,2004,6,1,2,1,1,9
0,FDD45,94.1436,1512.6976,6,0.116152226,8.615,1987,1,2,0,1,1,26
2,FDD41,105.0306,2090.612,5,0.087260103,6.765,1997,8,0,2,1,1,16
2,FDU46,87.254,1211.756,13,0.0111263,10.3,1997,8,0,2,1,1,16
2,FDO45,89.4856,1230.3984,13,0.038167453,13.15,2007,2,1,2,1,1,6
2,FDG41,109.5228,1657.842,5,0.076547632,8.84,2004,6,1,2,1,1,9
2,DRC13,122.573,739.038,14,0.032466695,8.26,2002,7,1,2,1,0,11
0,FDX50,108.9228,1105.228,4,0.074931201,20.1,2009,3,2,1,2,1,4
0,FDK56,185.1898,2619.2572,6,0.142323593875,9.695,2004,6,1,2,1,1,9
1,NCL18,194.6136,2721.7904,9,0.16758389,18.85,1997,8,0,2,1,2,16
0,FDN57,140.9154,6381.693,13,0.054318517,18.25,1999,9,0,1,1,1,14
2,FDX03,44.4744,769.6648,10,0.060800116,15.85,1985,5,2,1,3,1,28
1,NCU17,101.7674,1120.5414,8,0.101697378375,5.32,1987,1,2,0,1,2,26
2,FDL14,157.3972,1869.5664,3,0.032152786,8.115,2004,6,1,2,1,1,9
1,NCU18,139.8496,1411.496,9,0.055840055,15.1,1997,8,0,2,1,2,16
1,NCH43,215.9192,1941.4728,9,0.070968081,8.42,2007,2,1,2,1,2,6
0,FDH41,216.2534,4301.068,5,0.081996013,9.0,2004,6,1,2,1,1,9
2,FDS28,57.3588,343.5528,5,0.082737261,8.18,2009,3,2,1,2,1,4
0,FDG02,191.4188,3998.7948,3,0.011206632,7.855,1985,5,2,1,3,1,28
0,FDS40,36.719,585.904,5,0.014047825,15.35,2002,7,1,2,1,1,11
2,FDD10,177.0344,535.3032,13,0.045982389,20.6,1987,1,2,0,1,1,26
0,DRQ35,124.4388,1609.9044,7,0.042256257,9.3,1987,1,2,0,1,0,26
1,NCL05,42.877,649.155,8,0.0530619692857,19.6,1999,9,0,1,1,2,14
0,FDJ48,247.8118,2223.1062,0,0.056424146,11.3,2004,6,1,2,1,1,9
0,FDV21,124.8704,2127.8968,13,0.170254469,11.5,1985,5,2,1,3,1,28
2,FDJ26,215.5218,4060.7142,3,0.084749164,15.3,2004,6,1,2,1,1,9
1,NCN05,184.495,3844.995,8,0.014541462,8.235,2007,2,1,2,1,2,6
0,FDK09,228.5352,1832.2816,13,0.091763303,15.2,1997,8,0,2,1,1,16
0,FDM56,110.9912,1310.2944,6,0.069851683,16.7,1985,5,2,1,3,1,28
0,DRF25,37.019,659.142,14,0.039004193,9.0,2002,7,1,2,1,0,11
2,FDG14,150.9024,4402.2696,3,0.05060313,9.0,2002,7,1,2,1,1,11
2,FDZ31,190.8504,3643.2576,6,0.113195815,15.35,2004,6,1,2,1,1,9
2,FDU21,35.0558,33.9558,13,0.134327613,11.8,1985,4,0,2,0,1,28
2,FDC57,193.382,4247.804,6,0.054584207,20.1,2004,6,1,2,1,1,9
2,FDU46,87.854,259.662,13,0.018623146,10.3,1998,0,2,2,0,1,15
0,FDU22,118.7124,2607.2728,13,0.093278912,12.35,2004,6,1,2,1,1,9
0,DRG23,152.5682,1372.2138,7,0.086957199,8.88,2002,7,1,2,1,0,11
0,FDR23,176.437,529.311,1,0.13689554,15.85,1998,0,2,2,0,1,15
0,FDI14,140.1496,846.8976,3,0.090043082,14.1,2009,3,2,1,2,1,4
1,NCN42,148.6418,2648.5524,9,0.014251461,20.25,2002,7,1,2,1,2,11
1,NCM41,93.612,1584.604,8,0.035711426,16.5,1999,9,0,1,1,2,14
2,FDT55,156.7946,3629.2758,6,0.043655155,13.6,1997,8,0,2,1,1,16
2,DRY23,42.9112,809.6128,14,0.108568067,9.395,1985,5,2,1,3,0,28
0,FDL46,119.5466,117.8466,13,0.090480214,20.35,1998,0,2,2,0,1,15
0,FDQ57,145.076,1611.236,13,0.027942357,7.275,2004,6,1,2,1,1,9
0,FDQ16,109.2912,2402.2064,5,0.041730507,19.7,2004,6,1,2,1,1,9
0,FDZ52,109.1886,4225.1668,5,0.099589909,19.2,1985,5,2,1,3,1,28
0,FDL16,47.106,139.818,5,0.294939214,12.85,1985,4,0,2,0,1,28
1,NCX18,196.811,4517.453,9,0.008829806,14.15,2009,3,2,1,2,2,4
0,FDM34,130.8626,1573.9512,13,0.067722325,19.0,2009,3,2,1,2,1,4
0,FDG60,234.5616,6796.4864,0,0.060405784,20.35,1985,5,2,1,3,1,28
1,NCA06,37.119,842.237,9,0.143352698714,20.5,2009,3,2,1,2,2,4
0,DRD12,89.9146,1277.0044,14,0.077193561,6.96,1997,8,0,2,1,0,16
0,FDP04,62.5168,447.4176,5,0.013869039,15.35,2009,3,2,1,2,1,4
1,NCH30,114.586,1584.604,9,0.067290244,17.1,2002,7,1,2,1,2,11
2,FDS04,142.2838,1685.8056,5,0.146960375,10.195,2002,7,1,2,1,1,11
0,FDQ13,82.9908,503.3448,3,0.018632082,11.1,1985,4,0,2,0,1,28
0,FDU59,162.8552,3574.0144,1,0.096536082,5.78,1999,9,0,1,1,1,14
0,DRG11,108.2596,1186.4556,7,0.084008316,6.385,2002,7,1,2,1,0,11
0,FDA36,184.9924,3146.5708,0,0.005638944,5.985,1985,5,2,1,3,1,28
0,FDA15,248.5092,6474.2392,4,0.01601936,9.3,2004,6,1,2,1,1,9
2,FDZ03,188.024,745.696,4,0.13187274,13.65,1998,0,2,2,0,1,15
0,FDJ16,59.0246,1853.5872,5,0.114863923,9.195,2004,6,1,2,1,1,9
0,FDZ12,141.747,3006.087,0,0.103138922,9.17,1999,9,0,1,1,1,14
0,FDH09,53.2982,736.3748,12,0.056191301,12.6,2002,7,1,2,1,1,11
0,FDT13,188.7214,3956.8494,3,0.01867669,14.85,2007,2,1,2,1,1,6
2,FDU20,120.5098,1807.647,6,0.021578923,19.35,2007,2,1,2,1,1,6
0,DRH25,52.2324,467.3916,14,0.0158360515,18.7,2004,6,1,2,1,0,9
2,FDK26,187.624,3542.056,3,0.032242661,5.46,2002,7,1,2,1,1,11
0,FDU32,120.9414,1949.4624,6,0.025962714,8.785,2004,6,1,2,1,1,9
0,FDI22,210.8612,3344.9792,13,0.096407554,12.6,2002,7,1,2,1,1,11
1,NCB54,127.3336,2684.5056,8,0.050256604,8.76,2009,3,2,1,2,2,4
2,FDX46,58.7562,592.562,13,0.058234621,12.3,2002,7,1,2,1,1,11
1,NCC07,103.1964,736.3748,9,0.023931217,19.6,1987,1,2,0,1,2,26
0,FDQ34,105.5622,211.7244,13,0.284065879,10.85,1985,4,0,2,0,1,28
2,FDM16,76.2354,1279.0018,5,0.033692089,8.155,2009,3,2,1,2,1,4
2,FDJ55,223.8404,7201.2928,10,0.023417004,12.8,1985,5,2,1,3,1,28
0,DRI01,171.2422,3103.9596,14,0.034647829,7.97,2007,2,1,2,1,0,6
0,FDD50,167.6132,1522.0188,3,0.142219209,18.85,2009,3,2,1,2,1,4
0,FDJ08,191.5846,2101.9306,6,0.11089655,11.1,2002,7,1,2,1,1,11
1,NCK18,164.6184,2972.1312,9,0.006708517,9.6,1999,9,0,1,1,2,14
0,FDQ14,148.105,149.805,4,0.103419257,9.27,1998,0,2,2,0,1,15
0,FDS51,61.2194,433.4358,10,0.032180494,13.35,1997,8,0,2,1,1,16
2,FDA04,260.8962,4920.9278,5,0.066717378,11.3,2004,6,1,2,1,1,9
0,FDP10,107.6622,1164.4842,13,0.128814669,19.0,2007,2,1,2,1,1,6
0,FDT36,35.6874,846.8976,0,0.111500259,12.3,2002,7,1,2,1,1,11
0,FDH38,118.3808,2812.3392,3,0.010497273,6.425,2007,2,1,2,1,1,6
2,FDC16,84.954,865.54,4,0.020653603,11.5,2009,3,2,1,2,1,4
0,FDF17,195.911,2946.165,5,0.042687151,5.19,1999,9,0,1,1,1,14
0,FDU23,163.5184,3137.2496,1,0.021705417,12.15,1987,1,2,0,1,1,26
0,FDB34,86.6198,1657.1762,13,0.026651184,15.25,1999,9,0,1,1,1,14
2,FDW26,221.6772,3113.2808,4,0.106968096,11.8,1987,1,2,0,1,1,26
2,FDP45,253.4724,1510.0344,13,0.030686952,15.7,2002,7,1,2,1,1,11
2,FDD38,103.5674,1629.8784,3,0.008191729,16.75,1997,8,0,2,1,1,16
2,FDM60,42.2138,690.4346,0,0.048218142,10.8,1999,9,0,1,1,1,14
2,FDW26,220.3772,4447.544,4,0.107036943,11.8,2004,6,1,2,1,1,9
0,FDV51,166.1842,5470.8786,10,0.032381325,16.35,1985,5,2,1,3,1,28
2,FDT33,168.7158,2673.8528,13,0.034043503,7.81,1999,9,0,1,1,1,14
2,FDQ40,177.2712,3339.6528,5,0.036027524,11.1,1997,8,0,2,1,1,16
0,FDX40,38.3164,502.0132,5,0.114747389889,12.85,2004,6,1,2,1,1,9
2,FDU31,216.7508,3038.7112,6,0.02498633,10.5,2004,6,1,2,1,1,9
0,DRJ01,161.0236,1288.9888,14,0.115032406,6.135,1997,8,0,2,1,0,16
0,FDP11,216.9166,4354.332,1,0.068765925,15.85,1985,5,2,1,3,1,28
1,NCN43,125.173,3202.498,11,0.006727008,12.15,1985,5,2,1,3,2,28
0,FDA15,249.6092,5976.2208,4,0.016087659,9.3,2009,3,2,1,2,1,4
0,FDO04,54.6614,884.1824,5,0.0265440012857,16.6,2007,2,1,2,1,1,6
1,NCF43,142.947,3006.087,9,0.051936086,8.51,2004,6,1,2,1,2,9
1,NCI17,95.441,3282.394,8,0.1442339,8.645,2007,2,1,2,1,2,6
2,FDY47,128.831,1038.648,1,0.05443912,8.6,1987,1,2,0,1,1,26
0,FDF20,196.4768,6306.4576,6,0.033059299,12.85,1985,5,2,1,3,1,28
1,NCS53,158.4604,2693.8268,8,0.089778187,14.5,1997,8,0,2,1,2,16
0,FDK38,149.5734,2524.0478,3,0.053372768,6.65,1999,9,0,1,1,1,14
2,FDW43,225.9036,3643.2576,6,0.022406575,20.1,1987,1,2,0,1,1,26
2,FDV57,179.266,1438.128,13,0.065896556,15.25,1997,8,0,2,1,1,16
0,FDX26,182.3292,4195.8716,4,0.088305201,17.7,2007,2,1,2,1,1,6
0,FDR04,97.3068,1263.6884,5,0.022566975,7.075,1997,8,0,2,1,1,16
0,FDP19,129.3652,2066.6432,6,0.190384832857,11.5,1987,1,2,0,1,1,26
2,FDT07,254.533,1281.665,6,0.077756427,5.82,2007,2,1,2,1,1,6
0,DRB24,155.1656,4016.1056,14,0.020609218,8.785,1999,9,0,1,1,0,14
2,FDB36,129.1626,3672.5528,0,0.0485448542,5.465,1997,8,0,2,1,1,16
1,NCE07,140.9154,2127.231,9,0.013066448,8.18,1985,5,2,1,3,2,28
2,FDI16,52.564,2290.352,5,0.135118202,14.0,1985,5,2,1,3,1,28
2,FDP45,252.2724,1258.362,13,0.030624844,15.7,1997,8,0,2,1,1,16
1,NCC43,251.9066,4267.1122,9,0.092705683,7.39,1987,1,2,0,1,2,26
0,FDQ23,102.9332,102.5332,1,0.042941559,6.55,1985,4,0,2,0,1,28
0,FDW24,48.6034,291.6204,0,0.03748996,6.8,2004,6,1,2,1,1,9
2,FDW09,80.2302,2139.2154,13,0.025795293,13.65,1985,5,2,1,3,1,28
0,FDN10,120.2124,1540.6612,13,0.046115083,11.5,2004,6,1,2,1,1,9
2,FDE23,45.606,1724.422,15,0.053170949,17.6,2004,6,1,2,1,1,9
2,FDV16,34.9558,645.1602,5,0.082915017,7.75,2004,6,1,2,1,1,9
0,FDF12,148.6076,3990.8052,0,0.082028694,8.235,1985,5,2,1,3,1,28
0,FDN21,161.8236,1611.236,13,0.076975118,18.6,1999,9,0,1,1,1,14
0,DRC25,86.0882,1116.5466,14,0.045371855,5.73,1997,8,0,2,1,0,16
1,NCP18,149.0708,1203.7664,9,0.028642712,12.15,1999,9,0,1,1,2,14
2,FDW60,174.637,2999.429,0,0.017047751,5.44,1987,1,2,0,1,1,26
2,FDY04,165.021,3425.541,5,0.042562588,17.7,2002,7,1,2,1,1,11
1,NCJ31,240.6196,4579.3724,11,0.181769264,19.2,1985,5,2,1,3,2,28
0,DRN47,180.666,4134.618,7,0.016812745,12.1,1987,1,2,0,1,0,26
0,FDU13,145.6418,3384.2614,3,0.217421026556,8.355,1987,1,2,0,1,1,26
2,FDT39,151.1366,453.4098,10,0.016516867,6.26,1998,0,2,2,0,1,15
1,NCQ18,101.37,2097.27,9,0.134960397,15.75,1987,1,2,0,1,2,26
0,FDV25,221.5456,6852.4136,3,0.045614252,5.905,1987,1,2,0,1,1,26
1,NCE30,210.3902,1486.7314,9,0.099136036,16.0,1997,8,0,2,1,2,16
1,NCN42,148.9418,3531.4032,9,0.014222617,20.25,1997,8,0,2,1,2,16
0,FDW25,83.4224,1448.7808,3,0.037457098,5.175,1999,9,0,1,1,1,14
0,FDS49,77.2644,1335.5948,3,0.079279489,9.0,1987,1,2,0,1,1,26
2,FDN34,168.2132,2367.5848,13,0.045835395,15.6,1999,9,0,1,1,1,14
2,FDS45,107.7622,2011.3818,13,0.029616108,5.175,2009,3,2,1,2,1,4
1,NCL53,175.4028,6729.9064,8,0.03934245425,7.5,1985,5,2,1,3,2,28
0,FDT38,83.3566,1860.2452,4,0.0576269,18.7,1999,9,0,1,1,1,14
1,NCX06,182.6976,3440.8544,9,0.015687045,17.6,1997,8,0,2,1,2,16
1,NCY17,43.5086,1070.6064,8,0.162960415,18.2,1987,1,2,0,1,2,26
1,NCO18,179.5686,1422.1488,9,0.024651269,13.15,1997,8,0,2,1,2,16
2,FDY47,130.231,129.831,1,0.091195818,8.6,1998,0,2,2,0,1,15
2,FDF57,168.6448,3408.896,6,0.058542509,14.5,1985,5,2,1,3,1,28
0,FDS26,262.1594,3139.9128,4,0.089608321,20.35,1999,9,0,1,1,1,14
1,NCL17,140.6812,3704.5112,8,0.067766896,7.39,2004,6,1,2,1,2,9
1,NCB18,88.7514,2656.542,9,0.041355366,19.6,1999,9,0,1,1,2,14
0,FDA50,95.441,193.082,4,0.145913308,16.25,1998,0,2,2,0,1,15
0,DRE13,86.5198,1395.5168,14,0.027748176,6.28,1999,9,0,1,1,0,14
0,DRE60,226.072,3621.952,14,0.159201868,9.395,1987,1,2,0,1,0,26
0,FDB20,79.1986,778.986,6,0.052274691,7.72,2007,2,1,2,1,1,6
1,NCS18,106.4938,2465.4574,9,0.042175992,12.65,1987,1,2,0,1,2,26
0,FDH19,175.1738,347.5476,10,0.057933643,19.35,1985,4,0,2,0,1,28
0,FDS47,88.7856,966.7416,1,0.15200346925,16.75,2002,7,1,2,1,1,11
2,FDC09,102.3332,922.7988,6,0.026280116,15.5,1987,1,2,0,1,1,26
0,DRG23,153.3682,1219.7456,7,0.086916126,8.88,1999,9,0,1,1,0,14
0,FDU34,126.3046,747.0276,13,0.075347426,18.25,2002,7,1,2,1,1,11
0,FDZ40,52.9298,539.298,5,0.040410039,8.935,2007,2,1,2,1,1,6
1,NCE30,210.7902,4460.1942,9,0.09911729,16.0,2004,6,1,2,1,2,9
0,FDA44,55.093,1018.674,6,0.053439522,19.7,2009,3,2,1,2,1,4
0,FDB32,93.9778,2816.334,6,0.023448504,20.6,2004,6,1,2,1,1,9
1,NCO06,32.4558,101.8674,9,0.108030434,19.25,1997,8,0,2,1,2,16
2,FDY44,198.311,2553.343,6,0.024404558,14.15,1997,8,0,2,1,1,16
2,FDG10,58.2588,343.5528,13,0.010961483,6.63,2002,7,1,2,1,1,11
2,FDF38,39.6138,365.5242,3,0.026358005,11.8,1997,8,0,2,1,1,16
0,FDW59,85.9566,169.1132,1,0.03627089,13.15,1985,4,0,2,0,1,28
0,FDP34,155.563,4224.501,13,0.137227848,12.85,1997,8,0,2,1,1,16
2,FDZ26,239.8222,4063.3774,4,0.144832027,11.6,2007,2,1,2,1,1,6
2,FDH17,97.0726,293.6178,5,0.029157849,16.2,1985,4,0,2,0,1,28
2,FDU44,161.0552,3411.5592,6,0.058756205,12.15,2007,2,1,2,1,1,6
0,FDS23,128.2994,2698.4874,1,0.141108156,4.635,1999,9,0,1,1,1,14
0,DRE03,48.5718,425.4462,4,0.024325592,19.6,2009,3,2,1,2,0,4
2,FDY57,95.0752,2588.6304,13,0.121500143,20.2,2002,7,1,2,1,1,11
2,FDH50,185.2266,5901.6512,3,0.160653682,15.0,1985,5,2,1,3,1,28
2,DRY23,44.6112,511.3344,14,0.109096371,9.395,1997,8,0,2,1,0,16
2,FDT27,232.8616,2812.3392,10,0.069574013,11.395,2004,6,1,2,1,1,9
2,FDB38,158.792,2556.672,3,0.027458099,19.5,2009,3,2,1,2,1,4
2,FDY16,184.4266,3504.1054,5,0.092226754,18.35,1997,8,0,2,1,1,16
2,FDG33,173.4764,171.7764,12,0.234733477,5.365,1998,0,2,2,0,1,15
2,FDN04,180.4344,535.3032,5,0.014144442,11.8,2009,3,2,1,2,1,4
0,FDJ48,247.5118,2470.118,0,0.056754036,11.3,2007,2,1,2,1,1,6
1,NCC07,104.0964,525.982,9,0.023999722,19.6,2002,7,1,2,1,2,11
0,FDI35,182.0634,4544.085,15,0.041355366,14.0,1999,9,0,1,1,1,14
0,DRH49,84.3592,743.0328,14,0.024655594,19.7,1997,8,0,2,1,0,16
0,FDY51,220.0798,4848.3556,10,0.081134826,12.5,1997,8,0,2,1,1,16
1,NCG07,191.253,2656.542,9,0.052608525,12.3,2002,7,1,2,1,2,11
0,FDA22,165.2158,2840.9686,15,0.084452363,7.435,1997,8,0,2,1,1,16
0,FDA33,146.9076,2956.152,13,0.033899898,6.48,1997,8,0,2,1,1,16
0,FDV03,154.6314,1861.5768,10,0.058042926,17.6,1987,1,2,0,1,1,26
0,FDP27,188.453,4364.319,10,0.119692888,8.155,2002,7,1,2,1,1,11
0,FDZ20,253.4356,2797.6916,6,0.0343603,16.1,1999,9,0,1,1,1,14
2,FDR56,199.0768,2759.0752,6,0.100922503,15.5,1999,9,0,1,1,1,14
1,NCV41,109.3228,2431.5016,8,0.016956266,14.35,1985,5,2,1,3,2,28
0,FDU11,121.0098,2530.7058,1,0.092576144,4.785,2004,6,1,2,1,1,9
1,NCB30,197.1084,4761.8016,9,0.025742955,14.6,1999,9,0,1,1,2,14
0,FDX23,95.4436,1229.0668,0,0.029812714,6.445,2009,3,2,1,2,1,4
2,FDY24,55.0298,647.1576,0,0.133382115,4.88,1987,1,2,0,1,1,26
2,FDZ37,88.5198,261.6594,3,0.0197918897143,8.1,1987,1,2,0,1,1,26
0,FDL10,97.9042,1686.4714,13,0.039484739,8.395,2004,6,1,2,1,1,9
1,NCE18,250.175,2996.1,9,0.021425341,10.0,1997,8,0,2,1,2,16
2,FDY60,143.8128,4458.1968,0,0.02624324,10.5,1985,5,2,1,3,1,28
2,FDT24,77.1328,2239.7512,0,0.185704641,12.35,1987,1,2,0,1,1,26
1,NCV06,192.4478,2712.4692,9,0.066668724,11.3,2004,6,1,2,1,2,9
2,FDP51,119.6124,592.562,10,0.149305497,13.85,1985,4,0,2,0,1,28
2,FDU49,85.754,2163.85,3,0.030688557,19.5,2004,6,1,2,1,1,9
0,FDQ16,110.3912,3275.736,5,0.041803291,19.7,1999,9,0,1,1,1,14
2,FDV16,32.6558,679.116,5,0.082861686,7.75,1987,1,2,0,1,1,26
0,FDL36,88.483,988.713,0,0.076385385,15.1,2009,3,2,1,2,1,4
0,FDE09,111.5228,1768.3648,6,0.021498768,8.775,1985,5,2,1,3,1,28
1,NCV54,116.6124,1540.6612,9,0.033102681,11.1,2004,6,1,2,1,2,9
0,FDH27,142.0128,2588.6304,4,0.058676973,7.075,2007,2,1,2,1,1,6
0,FDF33,108.4596,3020.0688,12,0.021531416,7.97,2004,6,1,2,1,1,9
1,NCP18,151.0708,2858.9452,9,0.028592842,12.15,2004,6,1,2,1,2,9
0,FDZ45,200.4084,3968.168,13,0.067148407,14.1,2009,3,2,1,2,1,4
0,FDU25,56.2246,1737.738,3,0.026552056,12.35,1985,5,2,1,3,1,28
2,FDQ40,175.8712,175.7712,5,0.060302689,11.1,1998,0,2,2,0,1,15
0,DRD25,111.686,452.744,14,0.138269873,6.135,1985,4,0,2,0,0,28
2,FDJ57,186.5582,185.7582,12,0.036109859,7.42,1998,0,2,2,0,1,15
0,FDT43,52.1324,934.7832,6,0.020579897,16.35,1999,9,0,1,1,1,14
2,FDH44,146.8418,1765.7016,6,0.025912378,19.1,1999,9,0,1,1,1,14
2,FDR31,143.8102,291.6204,6,0.086077865,6.46,1985,4,0,2,0,1,28
2,FDQ27,102.899,1651.184,10,0.044432887,5.19,2009,3,2,1,2,1,4
0,DRK13,200.2084,4563.3932,14,0.115346634,11.8,1999,9,0,1,1,0,14
2,FDB04,87.9856,1494.0552,4,0.063226306,11.35,1997,8,0,2,1,1,16
1,NCI54,109.6912,1419.4856,9,0.03366718,15.2,2002,7,1,2,1,2,11
0,FDP19,128.8652,1291.652,6,0.173867958,11.5,2002,7,1,2,1,1,11
2,FDB37,240.8538,7931.6754,0,0.022936488,20.25,2004,6,1,2,1,1,9
1,NCR05,196.5084,595.2252,8,0.054585372,10.1,1987,1,2,0,1,2,26
0,FDZ15,120.1782,2026.0294,4,0.020913071,13.1,2002,7,1,2,1,1,11
1,NCQ29,259.5278,2603.278,8,0.104230135,12.0,1997,8,0,2,1,2,16
0,FDL04,106.5622,2117.244,5,0.111923422,19.0,1997,8,0,2,1,1,16
0,DRH49,83.8592,247.6776,14,0.024756031,19.7,2009,3,2,1,2,0,4
2,FDT07,256.133,256.333,6,0.135375727,5.82,1985,4,0,2,0,1,28
1,NCI55,120.9414,2680.5108,9,0.012679226,18.6,2002,7,1,2,1,2,11
0,FDP19,129.0652,3487.4604,6,0.173483253,11.5,2004,6,1,2,1,1,9
0,FDV45,187.9556,2816.334,13,0.045138797,16.75,2002,7,1,2,1,1,11
0,FDG26,254.433,2050.664,3,0.04282359,18.85,2009,3,2,1,2,1,4
0,DRJ01,161.5236,1288.9888,14,0.115010655,6.135,2004,6,1,2,1,0,9
0,FDD14,184.4266,3688.532,3,0.169776346,20.7,2004,6,1,2,1,1,9
0,DRH37,165.4526,1644.526,14,0.041608488,17.6,2004,6,1,2,1,0,9
1,NCD18,228.3668,5298.4364,9,0.072608647,16.0,1987,1,2,0,1,2,26
1,NCE55,176.837,2117.244,9,0.130191993,8.92,2002,7,1,2,1,2,11
1,NCQ43,108.8912,327.5736,11,0.111931193,17.75,2007,2,1,2,1,2,6
0,FDC41,78.167,1837.608,5,0.116913245,15.6,1997,8,0,2,1,1,16
2,DRL01,232.9958,934.7832,14,0.13511877,19.5,1985,4,0,2,0,0,28
2,FDX48,154.6656,308.9312,0,0.063416566,17.75,1998,0,2,2,0,1,15
0,DRC25,85.5882,171.7764,14,0.075943184,5.73,1998,0,2,2,0,0,15
