Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDA02,2152.71453666,2
FDM56,1878.36705978,9
FDE57,2009.06307414,6
FDM32,1203.23684505,7
NCQ30,3386.83731812,5
FDQ27,3157.30221987,5
FDT60,3384.25948536,5
FDU43,3987.85262266,9
NCO55,1357.86547826,6
FDG02,2821.45334707,7
FDJ28,2741.88025378,1
FDP40,1602.36842751,7
FDJ38,2820.52706353,7
NCC54,3457.42300857,2
NCZ41,1981.84931257,8
FDK38,1413.22558112,4
FDU52,2123.08459252,1
FDC40,1285.7412337,8
NCR30,890.278031054,2
NCN18,1391.51335466,2
FDB50,839.508367692,6
FDG04,2726.09842687,1
FDR26,2552.50610736,6
NCT17,3504.69143774,3
FDX35,5021.96531227,5
FDS12,1864.43031091,8
NCZ29,3381.45748588,5
FDB38,1097.21925811,0
FDP12,371.402983802,1
FDP22,834.821550407,8
FDS26,4569.25995672,3
FDR52,3071.33548423,8
DRJ13,2587.69972445,8
FDU48,3503.89951104,5
FDE29,577.615024165,6
NCT29,2069.02696393,9
DRK37,3549.56513227,3
FDK55,1464.95628114,8
FDR07,1516.20512806,8
FDO21,5080.49496942,5
FDK46,4261.08223531,9
FDB12,1376.9053585,7
FDT31,4470.57591957,5
FDJ33,1696.64610852,7
FDC26,3064.45424712,5
NCQ02,2762.62095936,7
FDP08,1359.90910278,0
FDB11,4959.51574408,5
FDV55,1989.66645484,1
FDW20,2140.40326,9
NCJ18,580.80547416,4
FDC41,1636.18320777,3
FDE14,3135.67153573,5
FDG35,2560.73515498,1
FDF45,783.964664523,6
FDS19,2706.36926153,5
FDS58,1649.82007868,4
FDA26,3238.75886468,2
FDM32,1621.43636164,9
FDL45,2048.75803214,8
FDZ55,2742.67849674,9
FDY37,2505.50010182,9
FDO46,3145.88614639,8
FDQ60,1900.95197707,8
FDA19,2592.75624579,3
FDL15,2469.91528785,8
FDM10,3831.73839902,3
NCL05,434.847954703,2
DRK49,-811.567463383,0
NCE18,5420.56146494,5
FDG40,762.326540204,9
DRI59,3289.67634635,7
FDK28,3754.98050319,6
NCD06,-393.182878687,4
FDO11,3061.36681599,4
FDK27,1994.0323129,8
FDT43,2299.47062262,5
FDD38,2281.38025846,3
FDA16,3666.96276914,9
FDL14,3958.41643951,5
NCM17,846.599434568,9
FDD20,1754.78108841,7
FDA40,1110.83687773,7
FDL43,1022.81220146,7
FDV15,1216.24264554,7
FDE52,1553.48476785,8
NCL17,651.418335051,0
NCJ31,3266.45072643,7
FDR60,875.569146637,7
NCA18,1559.03166763,6
FDS21,2539.98530011,5
FDW09,1081.31267118,6
FDL26,2139.32269414,6
FDS47,1832.02777714,3
FDC39,3115.12897509,8
FDT51,1622.78940582,6
FDK40,3931.61297065,6
NCG19,3269.72784093,7
FDZ07,1014.14719144,8
FDF08,2881.77510654,5
FDO04,620.704413774,1
FDK41,1740.56096399,3
FDP15,4128.4380959,9
NCD43,2242.41079702,3
NCP18,2061.64141531,1
FDZ51,1554.2074399,8
DRH13,1542.07055954,6
FDF38,496.862480422,7
NCI43,562.798430843,7
FDM38,2309.90973199,5
FDS03,681.873334043,1
DRJ47,2497.99870467,2
FDT50,-113.103259663,0
FDV02,2740.67659738,8
NCG18,1430.17759619,2
FDW52,2707.25311216,8
FDS40,400.464340773,6
FDN31,2726.09984046,2
FDA37,1745.65888081,7
FDA15,4024.40305828,8
FDL39,2921.90084601,8
FDJ53,1646.76358995,7
FDX22,3093.43888765,1
NCZ42,3545.77446428,7
FDD56,4179.16216937,5
FDD40,2907.19513798,2
FDS50,3151.12615366,1
NCN14,2481.46508136,1
FDT15,2636.45075186,1
NCS18,3152.53266942,5
NCO26,171.482259731,0
FDF58,1582.1690848,3
NCB19,993.244898281,1
FDH26,2059.21837043,2
DRB24,3929.97734252,5
FDA49,1888.63613593,3
FDB32,1304.38882923,7
FDI36,2882.67665419,2
NCA17,789.624865707,0
FDH22,1527.32616607,1
NCM26,2974.14490519,3
FDT15,4385.19650603,5
FDB16,1938.9673691,3
NCP54,3401.69019324,5
FDJ36,1248.07403065,1
FDO28,1612.57919717,7
FDU09,586.533580503,1
FDF29,1893.15716171,2
FDY08,1769.60087618,1
DRJ59,1232.28601312,3
FDT23,2730.17970679,5
FDU15,1241.58661399,3
FDT47,1335.92231913,1
FDI53,1537.18879612,4
FDR59,4690.69735199,3
FDD53,419.654287735,6
FDY51,3155.42586677,2
FDT04,706.648767696,9
FDU51,2930.23146533,9
FDG14,2201.79847383,6
NCU06,3317.40859859,7
DRG25,3046.49819379,8
DRH49,1147.02370771,6
FDN15,1992.35210221,6
FDL43,1790.8947825,3
NCT18,3020.53073119,9
NCB31,3666.20660378,1
FDK57,1580.17560445,6
FDY04,1652.48671663,4
NCP54,1972.13403455,8
FDF41,3399.71571902,1
FDM01,1360.91447323,7
FDW03,1494.95371692,7
FDF28,1760.93370519,7
FDY37,2089.6666915,2
FDQ03,3481.5526853,2
FDP51,3328.95820253,5
FDJ40,1567.68935661,2
FDC32,1581.59494973,9
DRI49,2552.17325895,5
NCW54,560.148541836,2
FDF09,441.225534389,2
FDP45,4545.29943226,3
DRJ23,3530.90331623,3
FDS59,1584.35300192,2
FDY08,2091.67328148,8
FDX16,2484.62668432,9
FDY16,3426.39603561,3
FDK32,2204.52322988,6
FDQ22,356.770934627,1
NCC31,3036.02102412,3
FDG58,2588.619972,9
DRF48,2697.1409581,1
DRH36,1403.57983206,9
NCR30,902.83690881,6
FDB03,2563.87656574,4
FDZ28,3482.26475732,5
FDR35,2933.48596516,2
DRD15,5127.34360964,5
FDJ33,914.618064782,4
FDA56,458.805894709,0
FDP56,826.351628108,8
NCT30,757.81550032,8
FDK15,1265.21979409,2
FDH44,2940.8433395,3
FDV01,2125.87883419,1
DRG03,2181.19634908,2
FDG50,2933.72347759,5
FDR16,1726.41315019,0
FDZ60,1640.51341366,8
DRG03,2200.84836076,7
FDS56,4756.8691451,3
FDU33,388.875165609,7
DRD27,1403.67564827,6
FDW22,3621.66966888,8
DRA24,2410.40985923,7
FDF38,910.392123332,9
FDX48,2203.54203679,1
FDS58,3166.16115594,3
FDC32,1434.24843506,8
NCQ29,3752.86021082,7
DRK39,1922.3441205,3
NCS38,1486.64048521,2
DRO47,1405.66833645,1
DRG27,2084.39530676,5
FDC57,4493.42883425,5
FDS55,2310.17012654,8
NCJ06,2440.53303937,3
FDO01,1197.13547943,4
NCM55,2624.16030868,7
FDC52,2705.15619983,9
FDQ15,900.956391367,7
NCT30,2150.33319989,5
NCR42,1981.54129842,5
FDD28,671.233808038,6
FDQ34,1647.32434708,9
FDZ12,3620.83534352,5
DRE13,479.739303718,4
NCN07,1139.3274189,4
FDM28,2604.74922624,6
FDI10,2456.34390097,2
FDQ25,2471.92193464,1
FDA38,2308.88351594,0
DRI13,3656.38137973,9
FDY20,2877.47512138,5
NCZ53,2727.40572016,6
NCM31,1898.77076069,1
DRB01,2708.59155224,2
DRF37,4120.61133203,8
NCF42,2759.47859968,9
FDF16,2835.10788928,3
FDB41,439.679830933,1
FDR34,3358.48157003,1
FDR15,3070.14979518,3
NCV42,827.575182935,4
FDW51,3062.48049121,6
FDU36,1320.13915221,2
FDX60,1429.0379624,9
FDY03,1541.48781151,6
FDW55,3741.596262,7
FDT01,1479.4089915,0
FDG58,2115.93940005,1
FDK21,3731.54493525,2
NCS41,1862.13451197,4
FDS10,2618.79966639,7
NCT53,2633.7979255,8
FDJ28,3588.0841485,3
FDX44,1156.50626479,7
FDT20,1183.02844436,3
FDO44,1437.36555282,2
NCX17,3745.77775824,9
FDY01,1461.23272273,2
FDJ12,4816.1638039,5
DRK35,1144.66592596,3
FDD47,1448.31091635,4
NCM53,1414.09300128,6
FDO45,1144.86987645,1
NCM42,222.632430814,0
FDE04,2966.36506058,8
NCI30,5297.53497521,5
FDZ19,2378.14470606,1
FDW57,2425.94296424,1
FDA25,1329.15274098,1
FDT22,880.348991065,8
FDP51,1562.79514248,1
FDD48,3323.06892993,5
FDY39,2684.18542655,6
FDO48,2049.46997427,0
FDD23,4406.09497595,5
DRN35,2053.79667365,5
FDT01,2952.93872319,6
FDC20,-605.999544881,0
DRJ35,793.366103745,6
FDB32,1567.26196008,8
FDL24,2871.26829501,8
NCV42,1553.17990046,6
FDZ46,1734.57020842,8
FDC15,1940.02661786,1
FDD08,-321.655429748,4
FDY50,1469.35814619,9
FDD36,1633.46930259,1
FDG57,2194.50498173,5
FDL21,1314.30414567,3
FDN16,3092.76162085,5
FDJ09,2156.71194707,5
FDS01,1358.10032946,0
FDV33,3921.04895088,2
DRE12,1562.833967,2
FDR07,1186.21572661,1
FDP48,1415.05867564,0
NCB55,484.310021281,6
FDQ08,751.727130591,1
FDR34,3471.33675005,6
FDO33,1743.73177619,8
FDP13,297.346254736,7
FDX12,4086.66149747,9
NCT06,2801.40838156,9
FDR16,2389.54772157,4
FDE36,2720.28203409,8
FDZ36,3129.35542625,9
FDV13,1236.78350597,7
NCZ17,283.844938384,6
FDU56,2643.16990261,7
FDM09,2425.81930591,6
FDV02,2447.13074555,2
FDS34,2319.89491304,3
FDA11,1718.18533731,9
FDP09,3097.42554952,2
FDB29,3300.0295264,5
FDT19,2341.28699579,2
DRH15,420.004240399,2
FDY38,3655.37571486,8
FDF14,3882.22279344,5
FDN48,-108.951964503,0
FDQ12,3349.59082413,1
NCJ43,2497.7554704,7
FDE17,1451.71713994,4
FDB05,3611.59549229,6
FDH10,2767.68478334,7
NCR06,476.762852649,2
FDU32,2503.08310511,3
FDD56,2876.14415514,9
FDO36,3354.06865533,3
FDH16,-106.59726294,0
FDX10,1048.43621048,3
FDZ37,1265.30081618,2
FDU31,1985.49252612,0
DRC49,2423.03694263,9
FDL15,2150.87389733,7
FDN32,2054.11797455,4
DRH59,2650.34646596,5
NCU29,2536.48784903,9
FDR37,1986.80864789,4
FDS14,3020.63779001,3
FDU02,4929.44732995,5
FDJ08,2687.27019323,6
NCZ06,3640.07739654,7
FDO31,1567.39218767,9
FDH31,2239.95057779,3
FDS58,2366.18370512,2
NCA53,2284.97247502,5
FDF50,3051.46811858,8
NCW42,3645.05790787,9
NCQ17,2088.52698375,7
FDK51,4754.54295076,3
NCW41,995.012325269,0
NCR29,624.214588259,2
FDB08,1577.47013747,4
FDA40,2780.0254751,5
FDL14,3113.51083077,3
FDB47,3260.54028099,8
FDO03,3407.19967402,6
DRK13,1965.11735739,4
FDX13,2353.13011611,0
FDF52,2898.27935192,8
FDT11,2755.50998755,1
FDB08,2248.19129338,1
FDQ28,3013.45680851,3
FDD29,3767.6500238,7
NCQ29,5447.65915995,5
NCO02,683.245248305,1
FDR56,1433.03224114,0
NCM54,2140.44707566,9
FDP51,1588.32398567,6
FDT38,1029.74255162,1
FDZ20,4539.31922448,3
FDJ53,1570.44779759,1
FDX13,4103.97459133,9
FDP58,3068.65320474,6
NCK31,-98.6533097421,4
FDA35,2540.10972036,3
FDV37,3665.61189467,3
NCO07,4849.60384476,5
FDA20,2673.22374371,7
FDZ59,2381.47831099,6
NCY17,281.946661396,2
FDQ28,2202.09677017,6
FDV35,2069.34997152,2
FDQ36,153.928602379,1
FDD34,3159.78708775,3
FDK51,3977.89060092,7
FDV31,2427.45182152,6
FDR04,1325.51478455,6
FDR14,876.129092215,9
DRC36,1278.37279836,0
FDE39,969.74984,4
FDP57,1819.16228438,9
FDE57,2294.83127902,8
NCN18,1671.62737384,8
NCQ05,2939.85627591,3
FDW47,1661.22861306,6
FDV46,1975.67704118,6
NCP29,643.034070787,7
FDE09,2340.1033144,3
NCU06,4993.17663159,5
FDT19,972.531447899,0
DRF15,2221.45253779,2
DRI51,2425.41713439,1
NCX54,1337.01717505,1
DRE01,3323.75418622,1
NCB07,2758.24663196,7
FDU50,1576.92084059,6
FDG40,330.620911981,6
FDW10,3255.81641071,3
FDX51,2840.93911884,1
NCP17,777.95603925,7
FDP21,2791.46559198,6
FDL04,1313.44719535,7
FDV23,1558.3018032,1
FDF24,1432.60300002,8
FDH56,3276.17039118,5
FDB51,1194.98494323,9
FDI58,2964.79005662,5
FDR20,536.17110308,1
FDC51,2605.95625014,3
FDB16,2829.243332,5
FDE40,1124.22477529,9
NCM17,416.540826998,6
FDU56,2674.71602744,6
FDS32,1345.80784645,4
FDX02,3694.10737579,9
FDT39,3966.41045959,5
FDE35,726.242075154,2
NCI42,2411.52348023,4
DRL23,1806.77713772,8
FDA10,1809.39944153,8
FDA11,1235.98689547,1
NCM06,2427.24009249,8
NCT05,3828.28928694,6
NCQ02,1472.55503554,0
NCY06,2194.47752162,9
FDY56,3310.47909944,6
FDL02,1372.28069875,6
NCI06,2548.98641123,6
FDQ14,2102.24033044,7
FDQ12,3375.41655474,2
FDP36,821.229632566,8
FDK21,5438.40219587,5
FDO40,2107.57936609,7
NCK54,953.627120407,4
FDY09,3352.3427563,3
NCW30,4324.52259574,9
NCC55,1988.33661257,5
FDE58,2379.39528676,3
FDR39,2530.44311147,1
FDU28,3099.83157813,9
FDH08,3395.42570635,2
FDG35,2613.97851909,7
FDG22,810.214005507,9
FDC34,2063.16508072,6
FDP15,4478.08287111,3
FDK34,2222.44275592,0
FDU45,1647.39330962,6
FDQ04,2040.99183768,5
FDX22,3927.169061,3
FDB45,1441.78149563,2
NCH43,4808.29573069,5
DRE60,3416.3268201,8
FDD17,5184.97612874,5
NCM54,1747.82242218,2
NCH55,1714.2807604,1
NCT06,2359.00594346,2
FDA48,4826.71510933,5
FDY58,5035.60057208,5
FDO25,2952.49610269,7
FDN50,1346.83802535,7
FDH35,2318.05753847,6
FDK09,3241.41147925,7
FDO16,1068.84665117,1
FDW11,779.330988462,7
FDU47,3594.47372373,5
NCQ42,483.083350999,0
FDK55,2889.76409993,5
FDN08,2012.86702737,9
FDT57,3520.4129064,7
FDJ12,3882.34641142,3
DRL59,679.851460666,2
NCN53,639.447443831,8
FDO51,-773.952954212,0
FDK56,2592.34085163,2
FDY12,509.93705603,6
FDU15,430.359501122,6
FDQ19,3966.68381559,8
DRF15,2242.4926396,7
DRE25,436.730521904,4
FDK57,2367.65846598,3
FDD33,1921.29376188,0
FDR34,5127.30817973,5
FDU04,1743.83444676,7
FDE35,45.9771069545,4
NCD31,2357.7110705,6
FDJ56,1125.75756758,6
NCU53,2636.73376434,8
FDD39,3097.98402542,6
NCU17,527.326239144,4
FDJ20,1953.81368323,8
NCW41,3052.59604442,3
FDL52,437.040440742,6
FDS39,2025.79370641,6
DRJ47,2528.45263286,7
FDP13,-1073.85932962,0
DRK39,-200.819988976,0
FDF28,520.181343767,0
FDB09,1718.3678505,7
FDM51,1712.83089477,8
DRM49,1186.67246626,3
DRF23,2390.67298355,1
DRH01,2416.2561615,6
FDH12,3094.76243158,5
FDA28,1045.03391617,4
FDW37,1855.08235741,3
FDF02,1601.9610121,8
DRL37,764.479871014,8
NCF43,2259.27758504,8
FDH08,2118.51302338,0
FDR34,2753.73043576,4
NCK19,3166.01015958,9
NCD55,1258.35912587,3
FDT27,3866.29716543,9
FDQ57,2097.51588859,7
FDA47,2264.20218067,6
DRG15,2455.48348665,5
FDE05,2919.93302025,3
FDN46,1528.93909546,8
FDX27,2859.3378172,5
FDT51,1608.33922194,7
FDU33,326.877846622,1
FDJ16,2296.27125945,5
FDD20,1034.94482227,4
FDT36,640.214525223,9
DRF15,3908.45115716,5
FDN52,-324.17832629,0
FDC22,4357.23464036,5
FDX15,2098.42739653,7
FDT13,2692.21839651,1
FDU04,1751.00366441,2
FDU31,2538.52733426,4
FDW59,2853.91126551,5
NCO29,2658.67447377,8
FDL15,2151.43011328,6
FDI41,2504.11485503,9
FDQ48,1832.39074652,9
DRI39,551.771630472,1
FDI08,3652.84448985,1
FDC21,1985.12564356,9
FDF58,808.218282218,6
FDS08,1230.40611221,0
FDE47,1701.65606911,7
NCP18,1464.79718635,4
NCR41,1264.98588425,1
FDA27,3763.99644412,1
FDA43,2782.48062563,6
FDA49,1101.98243224,7
NCE55,3201.14496948,3
DRM49,2103.43211638,5
FDF22,4792.701634,5
FDQ15,1699.78792862,3
NCS54,2560.51579924,2
NCY05,266.536426111,1
FDR45,3829.41557806,8
FDK57,2041.37026042,9
FDF41,2120.45081854,0
FDV21,1777.62588537,8
FDD51,665.422974991,8
FDF33,1819.93080247,8
FDA38,3834.80339921,8
FDR56,2795.57236234,7
NCN41,1660.4648952,2
FDC60,2802.06013636,5
FDB47,2975.69526215,7
DRH01,2401.64726391,1
FDW08,1545.11817068,8
FDF38,2175.20910889,5
FDY32,2198.22906554,2
FDG34,1978.51490931,9
FDG47,3046.82394645,4
NCF18,2655.75026528,6
FDL39,1882.4144767,4
NCH55,1749.21121294,6
DRJ35,1200.17695901,9
FDS44,3382.63673696,6
DRE01,4161.00680552,3
FDY39,2650.8260168,1
FDY32,2964.20724743,3
FDR33,3235.2175824,5
NCP50,1498.66883259,9
FDZ47,2111.00229729,3
FDU57,2562.02982734,9
FDY44,2843.57501642,1
DRH59,1742.73524284,3
FDB03,5092.11903564,5
FDY46,2678.8600275,7
FDM39,2541.55684135,7
FDY36,1021.96750341,6
NCM55,2604.53373125,6
FDJ50,-623.933817397,0
DRL60,2139.89448036,1
NCJ54,3798.19433955,9
FDX59,319.483417067,2
FDI07,2890.92528679,1
DRF51,-1189.58176207,0
FDM14,1559.14264068,2
FDP21,2790.98481649,7
FDE40,734.756375663,6
FDE05,2152.37340762,6
FDM13,3530.47388332,5
FDC34,3754.60297851,5
NCI55,2523.7354035,3
NCE43,3096.37901395,3
FDW58,2290.88407534,3
FDG60,3419.25626919,7
FDV31,2442.59871672,2
FDR47,2692.31989511,1
FDM60,-257.460129669,4
NCF06,4633.78735996,3
NCN26,3310.95229373,5
FDQ59,1594.46366417,9
FDF09,706.279731379,8
NCS06,3922.75367636,2
FDT44,1818.70378948,8
FDI19,3580.47719611,2
FDT22,609.699812793,2
NCF54,4118.06031562,5
DRG25,2752.4775515,7
FDB59,2903.3248637,2
FDQ37,2754.34336636,2
FDP56,537.470359222,6
FDW44,2536.07517259,6
FDJ26,1780.84571836,0
FDU43,4301.76727288,3
FDW33,1324.7245733,7
NCX53,3740.092614,5
FDN56,650.195311579,0
DRF15,2646.67895081,9
FDO33,1493.54772342,2
FDZ39,215.327255109,0
NCJ19,513.847528131,2
FDU01,2768.09728216,6
FDT12,3337.5263378,6
NCM18,1465.26034053,3
FDP19,1592.33931177,2
NCR42,730.62093038,9
FDN10,1915.484863,8
FDG44,557.842905772,2
FDQ10,2760.3107375,8
DRH13,1925.52026674,9
FDT52,3599.11479823,1
FDM56,1467.91983732,7
NCO43,46.1682474384,0
NCV29,2567.50706849,6
NCF06,3814.05792904,1
FDO50,1160.76794767,6
FDT59,3364.65558653,1
FDX40,1965.62413519,5
FDE50,2795.10208788,2
FDX51,2947.92727526,2
NCD30,2121.61245545,3
FDK15,1205.78153985,1
FDL12,671.615655852,7
FDK46,3818.59476813,2
DRH49,-182.589832614,0
FDQ57,2388.44971185,8
FDY59,1283.95479708,2
FDO09,4563.77139572,3
NCG30,1627.89090497,6
FDM09,2397.53719367,2
NCN17,3024.50227752,5
NCS42,1079.13740391,1
FDD02,867.50686843,4
FDE34,2462.74513108,1
FDU38,2730.1783953,7
FDB33,2578.55118101,8
NCJ29,1149.85242792,2
FDZ27,590.782656749,6
FDI40,1207.04833986,1
FDG22,363.844704959,1
FDT51,1621.70911898,2
FDF20,3690.197155,3
FDV50,1568.23159276,6
FDT02,818.50032192,9
DRC49,2042.78027338,2
FDF26,2642.835591,9
FDV52,1528.51120294,6
FDX59,765.088385938,9
FDV25,3256.92776805,6
FDW23,2034.76125169,5
FDE53,2287.82968915,3
FDA19,1808.2718697,2
FDH22,1888.3982645,8
NCO41,1283.52059324,1
FDX12,3640.61370355,2
FDF17,2809.6521224,1
FDS11,3294.1590672,7
FDR51,1966.33206507,6
FDT49,-142.580693838,0
FDC56,1483.52961331,1
FDR13,3377.69251702,5
FDQ60,1624.55489432,6
FDN38,4076.36185094,9
NCL29,2065.98287158,1
FDO13,4018.8560533,5
FDE26,2753.43816902,3
FDA31,1003.36324181,0
FDX14,916.855527996,6
FDA34,2535.8263611,7
FDF26,2173.11517141,1
FDE38,2390.38361389,7
DRI11,1904.18089375,8
FDQ60,3285.90850213,5
FDL21,2193.12483458,5
DRC12,4505.65627809,5
FDC47,3498.40206699,8
FDE57,1983.61458267,7
FDT14,1580.89806104,7
NCZ53,3053.68823003,8
FDE28,4074.73280287,3
FDR19,1899.84640788,6
NCF54,1738.54484279,4
FDZ08,1287.98365934,8
NCJ05,2960.05639896,3
FDF59,2003.34517635,8
NCO05,1340.93152499,6
FDW24,1373.16896769,3
NCX42,3218.14207215,3
NCA53,583.862194453,6
FDI45,1836.77399122,4
FDG46,1901.81040202,8
FDM20,2294.29257403,0
FDW11,-559.06034534,0
FDX08,2618.25768089,6
NCK17,420.804571897,6
FDK32,2980.56112119,3
NCA42,2288.69561309,6
DRI01,2496.21266286,6
NCL55,4113.81438507,9
DRE25,2025.99703474,3
FDD14,2447.78436881,2
FDB10,3704.35826937,8
DRN11,1896.43371099,6
FDP38,1397.22795779,3
NCA30,2575.49188685,2
FDT15,2721.40755546,2
NCP55,1501.2024038,3
FDF12,2053.80478238,6
FDM21,4523.10599558,3
FDX56,2997.39922585,6
FDF10,1916.12771864,2
FDT32,2752.95921036,7
FDM51,2232.05889345,3
NCR50,3016.2114867,3
FDI19,3976.22740586,9
FDX21,1403.90881871,2
FDR31,2101.97575874,6
FDY02,3787.65572041,1
NCA29,2451.4270154,7
NCX17,3556.39916905,8
FDM12,2766.90563453,7
FDI53,3884.24132004,5
NCU30,2775.5349871,9
FDC56,3245.25508137,5
FDK27,2549.20931403,3
NCK18,2436.01343663,2
FDB52,3111.89486344,4
DRG25,4483.71790128,5
FDZ13,908.712310702,9
FDB57,2661.86242871,4
FDR40,1479.68222957,8
NCO14,-215.425946461,4
NCN19,2792.36021148,7
FDQ28,1481.52648165,4
FDO13,3128.34582683,3
FDK48,952.484278649,1
FDU07,2930.54309236,3
FDW20,2025.35437098,8
FDV12,35.8035732342,0
FDH24,2237.4514562,1
FDV59,3585.22283864,9
FDK57,1591.96268461,7
FDL16,1990.00745238,5
NCQ17,2370.40607881,8
FDJ15,3552.18175364,3
FDX24,1733.55230733,9
FDT47,1671.93369041,8
FDT10,1176.60194806,9
FDZ37,2043.46163735,3
FDW43,5137.97854836,5
DRN36,1299.09392499,2
FDJ14,1089.98373549,7
FDA32,3141.94081399,1
FDJ38,2090.9445541,4
FDQ57,2098.35298481,2
NCQ41,2151.60267436,4
FDG56,1159.40094452,9
DRC13,3511.91862338,5
FDV55,2021.45933763,6
FDQ49,2288.12318001,7
FDE29,-836.848409215,0
FDR03,3039.76500626,1
FDD45,1519.27048224,9
FDN38,2306.74570782,0
FDT56,917.485180512,8
FDT48,2914.30028216,7
FDU03,3000.52037714,9
FDC56,132.297066861,0
NCO43,3009.8787642,5
FDQ27,1430.59548295,2
FDR03,3390.13193063,8
DRH23,-979.12282315,0
FDG22,423.160528186,7
NCJ42,1377.79595236,1
FDR24,1516.55551351,8
FDW60,2642.12077366,6
FDJ08,2586.97901722,1
DRL59,1462.69034201,3
FDG60,2070.94353372,0
FDW27,2078.81304643,2
FDX14,1732.42139731,3
FDC20,639.620258385,1
NCS29,4633.44202292,3
FDJ56,1420.82908692,8
FDB20,242.8724449,4
FDL28,5067.44680148,5
FDW01,2913.47642377,3
FDL03,3227.06804264,8
FDX22,3558.57696728,9
FDJ21,2091.33807339,6
FDR31,2134.13057171,7
FDG21,2024.23314818,6
FDS22,2217.81092341,5
FDK08,1265.64847692,6
FDE17,2972.90113444,3
NCN30,1314.70932093,2
FDT50,1548.81129989,8
NCX42,2819.87630926,9
FDJ12,3099.25149693,6
NCA18,3277.63118185,5
FDP23,2483.63059988,4
FDX12,3574.69103133,1
FDN40,2896.22647855,3
FDV48,1053.57219427,6
NCY54,2181.14686999,1
FDL16,-1134.30760538,0
FDR45,4334.6006365,3
FDJ52,2637.25781754,8
DRG01,1021.23742056,2
FDP52,3339.66625982,1
FDU58,2773.0361554,2
FDL02,1383.98188182,7
FDG28,3582.37054125,1
FDA19,1783.28525358,6
FDW46,2515.0426073,5
NCD43,1859.76725087,9
DRG39,581.69686115,1
NCF55,798.678855963,9
FDJ07,1965.00123471,8
FDE08,2405.53710474,8
FDP56,-169.162484984,4
FDT45,583.893343645,7
FDF17,3626.08621246,3
FDX44,1450.60589768,8
FDM28,4281.19756528,5
FDI36,3333.2362518,9
FDS07,1492.25157971,7
FDD36,1666.39103846,7
FDW11,1022.03243886,8
FDN40,2563.73114635,9
NCQ18,1577.7155817,9
NCQ54,2422.7217818,2
NCS42,1158.57797899,7
DRH39,-429.409377171,0
FDC09,3175.31806413,5
FDT08,821.60908479,0
FDC08,3236.21935056,6
FDT20,382.998438451,2
FDS35,689.342749573,6
FDX58,3409.25568191,3
FDW58,1773.48445834,8
DRD27,1691.48554956,8
FDH32,490.692762869,4
FDS26,3808.32854165,6
FDQ31,1473.39000937,8
FDP11,3964.22853721,3
FDD58,1314.14367017,2
FDM33,3106.63445812,7
FDZ16,3129.9139319,9
NCS29,2529.32464017,0
NCM18,-130.956769987,4
FDP11,3603.61616149,9
NCC42,1980.95110004,2
DRM23,2655.02103072,8
NCN55,5165.51489499,5
FDK46,3735.28890335,1
FDR01,3221.56691724,8
NCA05,2139.17110975,7
NCP43,2569.93643388,2
FDR12,1234.87197498,0
FDQ01,3587.94795402,1
FDM13,2103.81291596,8
FDQ19,3684.47007398,2
FDK56,1717.21916198,4
NCX06,1391.14571645,0
FDO56,3384.81221635,5
FDU45,1595.45988632,7
FDI16,-293.000864492,4
FDL32,1762.3649213,8
FDA07,2080.04046096,8
FDA14,2046.23010078,7
FDV46,3698.62144317,5
NCO07,3146.93623666,6
NCP41,1757.10317256,8
FDY60,2879.55129905,3
FDN38,3688.13742342,2
FDO15,1347.08269291,8
FDT60,1596.34651222,1
FDA55,3314.07266303,6
FDE02,-239.999770228,0
DRJ39,3710.89669506,9
FDV34,1048.94333428,6
FDS20,4340.14505175,5
FDF02,2989.98720479,5
FDW40,1981.09059951,2
NCB43,2879.38138251,8
FDR58,1209.09025337,2
DRJ59,491.123334467,6
NCD30,1344.9914847,2
FDE14,1395.72766592,2
FDC28,2248.62033384,3
FDU16,1916.3820505,3
NCD19,699.70882516,6
FDU21,626.986860611,8
FDV59,4867.40470364,5
FDU03,2576.13915867,7
FDC33,1642.02255327,0
NCR42,330.073542179,6
DRH59,976.914075088,6
NCM31,1925.48053965,6
FDS50,3235.89415204,6
FDP39,849.773741991,8
FDQ55,1652.90597325,1
FDV36,1056.87567281,4
FDI05,2599.69942317,5
FDS45,3222.62978759,5
FDA39,439.915651692,7
FDC37,210.887144372,0
FDJ60,4098.98667522,5
DRQ35,2033.25140027,8
NCJ06,1943.17636854,8
NCY42,2868.03151898,3
DRM37,3193.26669091,9
FDR14,387.696685687,7
FDE51,879.73759551,9
FDT33,2452.81770649,2
FDR08,1494.55507437,1
FDE36,1097.02154977,0
FDL22,475.958243228,4
FDR44,1742.79541653,1
FDI56,318.548635388,4
FDE47,460.855541423,0
FDV27,-59.7972051495,0
FDV10,877.106004209,9
FDC40,1025.84688204,7
NCX41,3041.19808184,1
NCQ38,3146.09244845,5
FDV12,3077.06345442,5
FDE52,1247.75650798,2
FDG20,4154.30897427,5
FDV16,2006.34026006,5
FDI32,1360.90764881,2
FDJ32,1152.7463868,9
FDN39,3229.49731511,3
FDY34,2499.01089166,2
FDC14,491.937483881,6
FDA55,3325.01863348,2
FDZ50,1280.03822364,0
DRG13,2828.26063922,9
FDP01,2138.57089396,1
NCG54,2412.55336665,2
FDM13,1823.66946476,7
